"entrezgene","length"
216350,1860
216363,3676
216393,3603
216395,1492
216438,1998
216439,5633
216440,4049
216441,2215
216443,2963
216445,2838
21645,3072
216453,1889
216454,1265
216456,2709
216459,1026
21646,6160
21648,770
216505,2962
216516,5779
21652,4896
216527,3286
216543,8402
216549,5628
216551,3635
216558,4782
216560,4967
216565,7929
216578,6007
216613,7573
216616,2036
216618,1523
216622,3274
216635,604
21664,1953
216643,3280
21665,3320
21667,1989
216705,9259
21672,1484
216724,2657
216725,5648
21673,2130
216739,4396
21674,1188
216742,6281
216749,3276
21676,9962
216760,6143
216766,6582
216767,744
21677,3891
21678,4092
216781,2192
216783,921
21679,3111
216792,4024
216795,3569
216797,1239
216799,4099
216805,3423
21681,1132
216810,6491
21682,3427
216820,1683
216821,1511
216825,4442
216829,4627
21683,8093
216831,5935
216835,5043
21684,2725
216846,3950
216848,7811
21685,6922
216850,7457
216853,2595
216856,6435
216858,2722
216859,4543
216860,5373
216864,2543
216867,3059
216869,2001
21687,4806
216871,1203
216873,1220
216874,5356
216877,7743
216881,4719
21689,1557
216892,5441
216961,2669
216963,3650
216964,1366
216965,12409
216971,7305
216974,1513
216984,4115
216987,4791
216991,3476
217011,1767
217012,4025
217026,9749
217030,6355
217031,2119
217038,2477
217039,4530
217057,3133
217066,810
217069,5759
217071,581
217082,8041
217109,4123
217116,2589
217119,3424
217122,2693
217124,4934
217125,3318
217127,5966
217138,2492
217140,1518
217143,9647
217149,1370
217151,2276
217154,3049
217166,2627
217169,4982
217194,2436
217198,3569
217201,3215
217203,2769
217207,4318
217212,498
217214,2388
217216,2809
217217,1362
217218,4178
217219,3098
217232,6652
217258,5923
217262,8159
217265,13532
217294,5816
217302,1958
217303,4751
217304,2986
217305,2436
217306,1949
217310,3351
217316,4596
217325,3765
217331,3946
217333,2301
217335,7100
217337,2526
217340,7114
217341,2162
217342,5300
217344,5525
217351,12908
217353,4023
217356,3304
217364,4825
217365,4685
217366,2588
217369,1703
217370,2446
217371,1865
217378,5114
217379,4462
217410,4198
21743,1023
217430,2305
217431,2986
21744,2154
217449,10033
21745,9540
217463,6893
217473,6274
21748,397
217480,7693
21749,4183
21750,4947
217517,4325
21752,7162
21753,2757
21754,3620
21755,1246
217558,7984
21756,2263
217578,6179
217588,1508
217593,4749
21761,2203
217615,3139
21762,3110
21763,5503
217648,1463
217653,5330
21766,3348
217664,5031
217666,3338
21767,2962
217674,1614
217682,3891
217684,5038
21769,2683
217692,9869
217695,4991
217698,1518
21770,4392
217700,4415
217705,6529
217707,2423
217708,2144
21771,2249
217715,1573
217716,5524
217718,5386
217721,3435
217732,4684
217733,3804
217734,7358
217737,1320
217779,2401
21778,4159
21780,3977
21781,2422
217826,3732
217827,7282
217830,3855
217835,4459
217837,2856
21784,956
217843,10544
217845,1093
217847,1682
21785,571
21786,458
217864,2722
217866,6979
217869,4968
21787,1849
217874,2557
21788,5206
217882,6773
217887,2568
21789,1508
217893,7960
217935,7598
217944,4282
217946,2611
217951,1168
217980,4688
217995,7257
21802,6053
21803,2094
218030,2591
218035,3197
218038,5722
21804,4904
218066,942
21807,7022
21808,4809
21809,3385
21810,2780
218100,4912
218103,2974
21812,6171
218121,2881
21813,4788
218138,2768
21814,6247
21815,2901
21816,3112
218165,3752
21817,5515
21818,4110
21819,8627
218194,8897
218203,2983
21821,3079
218210,6021
218214,4434
218215,4694
21823,1757
218232,4599
218236,4918
21824,3718
21825,6002
21826,5922
218268,3377
21827,3183
218271,2681
218275,1348
21828,3202
218294,7569
21830,1249
218311,2712
218314,5745
21832,2512
21833,4127
218333,10703
218335,2045
21834,6572
218341,4253
218343,7150
21835,1038
21838,1735
218397,5148
21841,10564
21843,4451
21844,10870
218440,4503
218441,5451
218442,6367
218454,4995
21846,4436
218460,4613
218461,6583
21847,3045
218476,5095
21848,5481
21849,3242
218490,1231
218503,7098
218506,1848
218518,3401
21853,6051
21854,917
218543,4921
218544,2705
21855,1641
21856,1948
21857,1019
21858,3622
218581,3100
21859,7628
218613,5473
218624,6070
218629,7555
218630,1876
218639,3512
21869,3249
218693,4709
218699,4048
21871,5302
21872,8048
21873,5241
218734,2634
218739,1240
218756,8393
218763,1837
21877,1369
218772,4688
218793,1374
21881,3207
218811,4827
218820,4213
218832,5136
21884,585
21885,9871
218850,10802
21886,3810
218865,5891
21887,6316
218877,3686
21888,5920
218885,5995
218914,4686
21892,6169
218921,2266
21894,8935
218952,3243
218963,703
21897,2902
218973,5347
218975,4532
218977,5265
21898,3846
218989,10649
21899,2626
219019,936
219022,5673
219024,3011
219026,1396
219033,695
219038,742
21906,4447
21907,3396
219072,1587
21908,2030
21909,2401
219094,7035
219103,4496
219105,7700
219114,2402
21912,8241
219131,1354
219132,3343
219134,3146
219135,3813
219140,8620
219144,1482
219148,4235
219149,4272
21915,2007
219150,9187
219151,3405
219158,3704
21916,3278
21917,13323
219170,2238
219181,9416
219189,7347
21922,992
219228,11222
21923,7656
21924,703
219249,4843
21925,692
219257,5237
21926,1670
21927,3884
21928,3722
21929,4904
21930,1601
21933,5145
21934,5775
21935,812
21936,1678
21937,2155
21938,8281
21939,1710
21940,2073
21941,1603
21942,2221
21943,2235
21944,1694
21945,2785
21946,681
21947,1250
21948,842
21949,2228
21950,1230
21951,10204
21952,1111
21953,667
21954,824
21955,956
21956,1453
21957,1121
21958,426
21959,550
21960,5395
21961,10972
21968,2598
21969,7346
21973,6338
21974,5734
21975,5942
21976,7291
21981,4438
21982,1896
21983,3722
21984,1372
21985,2543
21987,1282
21990,2655
21991,1601
22003,4001
22004,2325
22017,3426
22018,3610
22019,5495
22021,2046
22022,3281
22024,1636
22025,7659
22026,8186
22027,2759
22029,3546
22030,3208
22031,7139
22032,5466
22033,3907
22034,7231
22035,5222
22036,2697
22037,1174
22038,2141
22040,1794
22041,2555
22042,5669
22044,1381
22045,6043
22051,1760
22057,2285
22059,3053
22061,8997
22062,5326
22063,3012
22064,9048
22065,6401
22066,8720
22067,5337
22068,5249
22070,894
22072,826
22073,812
22074,1093
22083,5185
22084,7171
22088,1832
22092,1163
22094,645
22095,4874
22097,4306
22099,3039
22109,321
22110,2696
22113,737
22114,1451
22115,1388
22116,2066
22117,1096
22121,1743
22122,1326
22123,4202
22127,815
22129,14506
22130,4153
22134,5024
22137,3302
22138,110178
22139,1221
22141,6375
22142,1591
22143,1562
22144,1509
22145,2053
22146,1977
22147,1567
22151,1607
22152,1723
22153,2228
22154,2645
22156,2564
22157,4400
22158,5688
22160,1630
22163,1308
22164,1609
22165,6535
22166,1051
22169,3189
22171,4002
22172,1347
22173,3307
22174,4183
22177,566
22178,3397
22183,2880
22184,6083
22185,3136
22186,494
22187,1165
22190,6720
22192,1463
22193,2417
22194,1386
22195,5489
22196,5413
22200,2862
22201,4120
22202,8166
22209,1739
22210,2125
22213,2108
22214,4780
22215,7620
22217,4274
22218,1215
22221,4703
22222,9718
22223,1327
22224,4262
22225,3299
22226,644
22227,1644
22228,4133
22229,3044
22230,2103
22232,3581
22234,4135
22235,2442
22236,4187
22238,1893
22239,6133
22240,2736
22241,7061
22242,2592
22245,1951
22247,3219
22248,1281
22249,12887
22253,12933
22255,2907
22256,2576
22258,5217
22259,2190
22260,3910
22262,1843
22264,622
22268,1769
22269,874
22270,1106
22271,1592
22272,706
22273,1656
22275,1199
22276,2479
22278,3136
22282,2419
22283,17940
22284,14228
22286,1160
22287,468
22288,15012
22289,6624
22290,7135
22293,2983
22294,1234
22295,14958
22296,2359
22297,3249
22300,4215
22301,3849
22305,3078
22306,2559
22307,5053
22310,3619
22311,2559
22312,2586
22313,2583
22317,7156
22318,2164
22319,2115
22320,786
22321,4661
223227,3797
22323,2485
22324,4774
22325,3597
223254,8684
223255,2574
22326,1017
223262,915
223267,1688
22327,1810
223272,2521
22329,3758
22330,8166
22333,1766
223332,3773
223337,3504
22334,1662
22335,1420
22337,4354
22339,4729
22340,1417
22341,1921
22342,716
22343,4371
223433,1825
223435,13639
22344,4521
223453,1481
223455,6282
22346,2730
223473,4188
22348,2805
22349,3117
223499,1541
22350,3070
22351,3255
223513,1762
22352,1834
223527,2581
22353,1527
22354,4902
22355,4284
22359,8308
223593,6469
22360,2137
223601,3923
223604,1209
22361,2416
22362,768
223626,1488
22363,429
22364,602
223642,3400
223646,1890
223648,4715
223649,3674
22365,3998
223650,12325
223658,7945
223664,4725
223665,2012
223666,6569
223669,8792
22367,3899
223672,1582
22368,6910
223690,3469
223691,2844
223693,3382
223696,1024
223697,3875
22370,1745
223701,4802
223706,1622
22371,14553
223722,1893
223723,3770
223726,3669
22373,562
223732,4426
223739,5032
22375,3429
223752,4460
223753,4683
223754,3229
22376,2094
22377,1423
223770,7894
223773,5374
223774,2351
223775,2419
223776,2360
22378,1795
223780,1045
22379,4409
22380,3533
223809,3234
22381,1018
223825,5230
223827,6534
223828,4022
223838,9088
22384,2493
223843,2271
22385,7694
223864,4109
223870,6120
22388,2995
223881,3102
22390,3419
223915,2154
223917,2097
223918,2950
223920,2126
223921,2726
223922,4373
223927,723
22393,5908
223970,4492
223978,5711
223989,10656
224008,7488
22401,7782
224014,13592
224019,2271
22402,5148
224020,9923
224022,3522
224023,5455
224024,5863
22403,1775
22404,9299
224044,2735
224045,2556
224055,2428
224065,835
224079,5509
22408,2371
224088,7309
22409,1961
224090,6080
224092,2600
224093,3075
22410,2631
224105,4099
224109,3888
22411,3569
224111,10916
224116,4283
22412,4519
224129,5060
22413,2115
224132,4554
224139,11290
22414,3573
224143,2935
22415,3115
22416,2751
22417,1101
224170,11117
224171,4946
22418,4292
22419,2507
22420,2068
22421,3176
22422,4638
224224,6981
22423,3376
224247,677
224250,2046
22427,8199
224273,7298
22428,964
224291,1324
22431,3343
224318,1118
22433,2069
224344,2699
22436,5324
22437,5839
22439,5043
224405,6456
22441,1110
224419,1652
224432,8340
224440,2933
22445,1647
224454,4190
22446,1584
224480,1792
224481,1334
224530,1991
224552,2574
224572,2574
224576,2589
224582,2577
224585,5683
224598,3027
224613,4755
224617,14489
224619,3226
224624,3148
224630,3574
224640,2596
224647,4544
224648,8567
224650,9897
224656,2887
224671,13660
224674,6914
224691,2337
224694,2253
224697,8662
224703,7915
224705,2889
224727,4391
224742,3150
224753,998
224754,1008
224756,1035
224761,1384
224762,2248
224792,8655
224794,5427
224796,9007
224805,5290
224807,3237
224813,1573
224814,9307
224823,1520
224824,3200
224826,9115
224829,8381
224833,5032
224836,8565
224840,2227
224860,4051
224893,2057
224897,6060
224902,6142
224903,5305
224904,844
224907,3242
224908,1350
224912,1184
224916,2571
224938,6809
224997,17233
225004,5006
225010,4807
225020,1992
225027,3219
225028,5156
225030,4256
225049,6061
225055,4283
225058,485
225115,8790
225131,5726
225152,2661
225160,4285
225164,7045
225182,7171
225187,3256
225192,1626
225207,8455
225215,1522
225256,3404
225266,4018
225280,2360
225283,4297
225288,6639
225289,6262
225326,3281
225339,5733
225341,1688
225348,5902
225358,3571
225362,2297
225363,3705
225372,2193
225392,2917
225432,6645
225443,804
225467,4433
225471,3264
225497,1487
225518,2652
225523,5088
225579,2598
225583,2002
225594,2838
225600,4198
225608,9487
225631,13391
225638,7247
225642,863
225644,1756
225651,3419
225655,4340
225659,4139
225724,7804
225742,2103
225743,7811
225745,3661
225791,3321
225825,3305
225845,6616
225849,2708
225861,2785
225865,2061
225870,4176
225872,4311
225875,5266
225876,9392
225884,696
225887,1269
225888,9446
22589,13569
225895,3367
225896,4044
225898,3438
22590,1395
225908,8663
22591,3631
225912,4145
225913,3351
22592,6164
225922,673
225923,807
225929,4295
22594,3582
22596,2556
22598,4679
22599,3413
225994,1668
225995,2842
225997,7749
225998,5506
22601,8969
226016,3218
226025,16831
226026,3560
226040,2462
226041,8453
226043,2244
226049,2337
226075,4305
22608,3893
226089,11266
226090,7770
226098,9116
226101,8601
226105,1709
226115,892
22612,5486
226122,1527
226123,2466
226139,4798
226143,2339
226144,3739
226151,8361
226153,4365
226154,3025
226162,1467
226169,7788
226178,4320
226180,2259
226182,3258
22619,4167
226243,2388
226245,2634
22625,3936
226250,10278
226251,14842
226252,5730
226255,6583
22626,2058
226265,2567
22627,2157
226278,1572
22628,8676
22629,1764
22630,2605
226304,3692
22631,3796
22632,2324
22634,9155
22635,17615
226351,2060
226352,8011
226356,2511
226359,2000
22637,2747
22639,3422
22640,2210
226407,4251
226409,5751
226412,11362
226413,6166
226414,2652
226418,3827
226419,2072
22642,3415
226421,6075
226422,1244
22643,3986
226432,6759
226438,9321
22644,3264
226442,10395
22646,2004
226470,8496
22648,3916
226499,3242
226517,6352
226518,4627
226519,7622
22652,2547
226525,11917
226527,1289
226539,4099
22654,2625
226541,10346
226548,3805
226551,6308
226562,11651
226564,2905
226565,2120
22658,2931
226591,4395
226594,7881
226601,1744
226604,3012
22661,9545
226610,6846
226641,7463
226646,1991
226652,7428
226654,551
22666,3611
22668,8045
226695,1613
22670,5804
22671,3174
22673,3596
226744,8773
226747,9997
226751,11099
226757,7104
226777,2853
226778,4820
22678,3489
226781,5951
226791,1577
22680,5109
22682,2834
226823,4765
226830,2337
226841,4190
226844,4551
226849,3082
22685,2813
226856,7507
226861,2948
226866,2748
22687,2983
22688,12452
22689,3684
226896,1747
22690,4146
22691,2889
226922,6980
22693,5401
22694,3033
22695,1765
226957,914
22696,3791
22697,2399
226970,10212
226971,7974
226976,5331
226977,2077
22698,3890
226982,7797
226999,4446
22700,4079
22701,3873
22702,1988
22704,4637
227058,16714
227059,5503
22709,2732
227094,3918
227095,1836
227099,3076
22710,3164
227102,4828
22712,2576
227120,6555
22715,3590
227154,6773
227157,6071
22717,3796
22718,5824
22719,2347
227195,15624
227197,4722
22720,5410
227210,3057
22722,5568
227231,4704
22724,4616
227288,1124
227289,990
227290,1976
227292,2776
227298,4038
227325,4686
227326,2550
227327,2595
227331,11893
227333,5864
227334,7441
227357,5442
227358,2815
227377,5467
227394,2394
227399,6072
227446,6988
227449,10269
22746,2218
227485,3054
22750,3921
22751,11038
227522,1027
227525,8624
227526,3013
22754,7499
227541,11500
227545,8788
22755,3568
22756,2660
22757,3797
22758,5561
227580,3163
22759,3669
227606,1638
22761,3386
227612,3428
227613,1600
227615,914
227618,1207
227619,5067
22762,8385
227620,1763
227622,975
227624,9051
227627,713
22763,4597
227630,652
227631,1287
227632,10123
227634,9088
227638,4113
22764,7761
227644,4646
227648,11055
227656,2281
227659,4443
22767,2785
227671,1335
227674,3328
22768,2816
227682,3041
227683,2560
227693,6377
227695,3048
227696,1658
227697,2126
227699,6098
22770,5212
227700,1740
227707,1328
22771,4694
227715,1622
227717,2863
22772,2967
227720,8352
227721,1955
227723,10878
22773,5216
227731,4177
227733,1878
227736,1675
227737,3693
227738,3973
22774,9208
227743,3500
227746,2498
22775,4191
227753,2945
22776,3770
22778,8918
227789,993
22779,9421
22780,7271
227800,7591
227801,6686
22781,4673
22782,5230
227835,4972
22784,2001
22785,5476
22786,1924
227867,4520
22787,2200
22788,1317
227885,2163
22789,2034
22791,4833
227929,12997
22793,4100
227933,8231
227937,8723
227960,3288
227998,1339
228003,2538
228005,6673
228012,4353
228019,4974
228026,7252
228033,679
228061,8493
228071,3323
228094,2142
228136,4740
228139,6711
228140,6239
228151,1685
228228,1063
228355,9499
228356,5874
228357,11846
228359,3683
228361,7414
228366,5121
228368,3778
228410,5727
228413,3231
228421,11544
228432,3414
228443,918
228482,6672
228491,4263
228536,4520
228543,1657
228545,6797
228550,1808
228564,7500
228576,1967
228592,3682
228598,3265
228602,7997
228607,3175
228608,2936
228662,5403
228677,3169
228684,2522
228714,4203
228715,459
228730,2150
228731,1065
228756,798
228765,1383
228769,5773
228770,2371
228775,2051
228777,1380
228778,1926
228785,2948
228787,2711
228788,2417
228790,6674
228796,1667
228801,1712
228802,1637
228807,3224
228812,4399
228829,11184
228836,9380
228839,3209
228846,5427
228850,12811
228852,8785
228858,4471
228859,1643
228866,3469
228869,3299
228875,2987
228876,5033
228880,11017
228889,4016
228911,15675
228913,5843
228942,2799
228960,3952
228961,2097
228966,3266
228980,4570
228983,3161
228993,2428
228994,3252
228998,3588
229003,11102
229004,8114
229007,3720
229011,2264
229055,7448
229096,5314
229211,6969
229214,2214
229227,23428
229228,1857
229277,864
229279,6816
229285,7134
229302,1398
229317,6798
229320,1896
229323,2395
229333,2789
229357,3336
229363,4567
229389,2161
229445,4262
229473,8327
229474,4234
229487,2986
229488,6246
229499,2042
229503,5102
229504,2893
229512,6328
229517,4240
229521,5114
229524,2574
229534,4481
229541,5838
229542,3060
229543,5787
229550,491
229562,231
229571,3795
229574,7581
229584,9088
229588,1470
229589,3140
229593,4425
229595,4072
229599,2420
229600,814
229603,8370
229613,2828
229615,3408
229644,5976
229658,4666
229663,8578
229665,3387
229672,2093
229675,9223
229681,1980
229688,1668
229694,5544
229697,1234
229699,4038
229700,3270
229706,10741
229707,4490
229709,4222
229714,6394
229715,9683
229722,3326
229725,3997
229731,3383
229759,4117
229776,7156
229780,4537
229782,4195
229791,7392
229801,2224
229841,7813
229862,957
229877,7664
229898,4063
229900,5748
229905,2349
229906,1277
229927,3306
229933,4569
229937,3022
229949,3103
230025,4031
230027,2613
230073,7061
230075,534
230082,4483
230085,7376
230088,4750
230098,1622
230099,1959
230101,4414
230103,4015
230119,6360
230125,5418
230126,4440
230145,2243
230157,2660
230161,5048
230162,2993
230163,1953
230233,6718
230234,4439
230235,3854
230249,10308
230257,6962
230259,5039
230279,4164
230316,3062
230376,3772
230379,6995
230393,10075
230396,819
230398,570
230405,664
230459,4374
230484,3806
230500,1816
230514,1945
230558,3635
230576,2535
230577,5240
230579,1897
230582,6100
230584,4719
230587,6515
230590,2289
230594,8148
230596,2997
230597,2170
230598,6674
230603,3808
230612,4580
230613,2110
230622,3824
230623,1393
230639,1530
230648,7689
230649,2136
230654,4166
230657,2409
230661,4312
230673,3690
230674,5296
230676,11237
230678,1862
230696,1867
230700,6739
230709,3430
230718,1103
230721,3599
230726,3564
230734,1554
230735,1236
230737,2350
230738,3788
230751,2273
230752,1882
230753,7042
230757,5546
230761,2882
230766,944
230767,2142
230770,1893
230775,5385
230777,2332
230779,1876
230784,7079
230787,2542
230789,3046
230793,6931
230796,4745
230801,3217
230806,6971
230809,5700
230810,1978
230815,5940
230822,2234
230824,2779
230828,1746
230837,5795
230848,11482
230857,8039
230861,10048
230863,3218
230866,10207
230868,2000
230872,7685
230883,3153
230890,1224
230895,17831
230899,829
230903,3062
230904,1234
230908,23464
